-3.000000000000000000e+00,-4.500000000000000000e+00,0.000000000000000000e+00
-2.938342805860552964e+00,-4.492330732986504316e+00,7.090352714743937135e+00
-2.751945796198209226e+00,-4.492330732986504316e+00,0.000000000000000000e+00
-2.690288602058762191e+00,-4.484661465973008632e+00,7.090352714743937135e+00
-2.503891592396418453e+00,-4.484661465973008632e+00,0.000000000000000000e+00
-2.379547592396419553e+00,-4.484661465973008632e+00,0.000000000000000000e+00
-2.194576009978078446e+00,-4.507669267013496572e+00,-7.090352714743937135e+00
-2.071182901441142032e+00,-4.523017592706922940e+00,-7.090352714743937135e+00
-1.948104493155553785e+00,-4.507708411192703934e+00,7.090352714743937135e+00
-1.887865459180622540e+00,-4.492487174993208043e+00,1.418070542948787427e+01
-1.646755504010821713e+00,-4.431563363047341220e+00,1.418070542948787427e+01
-1.473056865553416417e+00,-4.363942151810721981e+00,2.127105814423181229e+01
-1.357183850533097091e+00,-4.318832566065555767e+00,2.127105814423181229e+01
-1.256151048159640737e+00,-4.246894825836136533e+00,3.545176357371968834e+01
-1.118817360032237307e+00,-4.120865847754153322e+00,4.254211628846362458e+01
-9.980902088832421803e-01,-3.978848946694766742e+00,4.963246900320756083e+01
-9.175540623556555087e-01,-3.884110573062501182e+00,4.963246900320756083e+01
-8.628210611298304800e-01,-3.772813833660292548e+00,6.381317443269543332e+01
-8.079481126176963901e-01,-3.661232518658253277e+00,6.381317443269543332e+01
-7.469665178254525362e-01,-3.485093112767184920e+00,7.090352714743937668e+01
-7.081929254052944378e-01,-3.302773465603475955e+00,7.799387986218332003e+01
-6.922203591947144741e-01,-3.117062070315753886e+00,8.508423257692726338e+01
-6.992931120723854255e-01,-2.930799295243021518e+00,9.217458529167120673e+01
-7.293030096136188245e-01,-2.746833941818447311e+00,9.926493800641515008e+01
-7.693417495765264569e-01,-2.501390219865366138e+00,9.926493800641515008e+01
-8.218298045301589694e-01,-2.322535951539870691e+00,1.063552907211590934e+02
-8.918585535640327633e-01,-2.083911360072961294e+00,1.063552907211590934e+02
-9.618873025979065572e-01,-1.845286768606051897e+00,1.063552907211590934e+02
-9.918972001391399562e-01,-1.661321415181477468e+00,9.926493800641515008e+01
-1.044385255092772358e+00,-1.482467146855982021e+00,1.063552907211590934e+02
-1.079399629609709255e+00,-1.363154851122527322e+00,1.063552907211590934e+02
-1.149428378643583049e+00,-1.124530259655617925e+00,1.063552907211590934e+02
-1.219457127677456842e+00,-8.859056681887085283e-01,1.063552907211590934e+02
-1.229460426857867938e+00,-8.245838837138503852e-01,9.926493800641515008e+01
-1.281948481811500340e+00,-6.457296153883549383e-01,1.063552907211590934e+02
-1.351977230845374134e+00,-4.071050239214455413e-01,1.063552907211590934e+02
-1.361980530025785230e+00,-3.457832394465873982e-01,9.926493800641515008e+01
-1.402019269988692862e+00,-1.003395174935063916e-01,9.926493800641515008e+01
-1.422038639970146789e+00,2.238234348303411170e-02,9.926493800641515008e+01
-1.429111392847817630e+00,2.086451185557664234e-01,9.217458529167120673e+01
-1.438547750066361264e+00,4.571540248477597435e-01,9.217458529167120673e+01
-1.433223561329501239e+00,5.190578232770004519e-01,8.508423257692726338e+01
-1.420299030522781836e+00,5.798310389982368473e-01,7.799387986218332003e+01
-1.359317435730537982e+00,7.559704448893049822e-01,7.090352714743937668e+01
-1.277956737545704824e+00,9.909729089931419432e-01,7.090352714743937668e+01
-1.196596039360871666e+00,1.225975373096978904e+00,7.090352714743937668e+01
-1.115235341176038508e+00,1.460977837200815976e+00,7.090352714743937668e+01
-1.033874642991205350e+00,1.695980301304652826e+00,7.090352714743937668e+01
-9.525139448063721925e-01,1.930982765408489676e+00,7.090352714743937668e+01
-8.702570324180167738e-01,2.098247960758264252e+00,6.381317443269544043e+01
-8.444574367385345726e-01,2.219561795449632058e+00,7.799387986218332003e+01
-8.391332480016745476e-01,2.281465593878872600e+00,8.508423257692726338e+01
-8.414908322942314944e-01,2.343553185569783537e+00,9.217458529167120673e+01
-8.361666435573714695e-01,2.405456983999024079e+00,8.508423257692726338e+01
-8.148562933914957895e-01,2.653230247931609220e+00,8.508423257692726338e+01
-7.935459432256201096e-01,2.901003511864194362e+00,8.508423257692726338e+01
-7.959035275181770563e-01,2.963091103555105299e+00,9.217458529167120673e+01
-8.053398847367206903e-01,3.211600009847098480e+00,9.217458529167120673e+01
-8.147762419552643243e-01,3.460108916139091662e+00,9.217458529167120673e+01
-8.247795411356754203e-01,3.521430700613950027e+00,9.926493800641515008e+01
-8.318522940133463717e-01,3.707693475686682394e+00,9.217458529167120673e+01
-8.418555931937574677e-01,3.769015260161540759e+00,9.926493800641515008e+01
-8.943436481473899802e-01,3.947869528487036206e+00,1.063552907211590934e+02
-9.190647922414771909e-01,4.004872092292124819e+00,1.134456434359030368e+02
-9.947843716321881358e-01,4.103102489428872346e+00,1.276263488653909093e+02
-1.092261188506736813e+00,4.179789749105790264e+00,1.418070542948787818e+02
-1.205554596849391258e+00,4.230260228109400167e+00,1.559877597243666685e+02
-1.383881075107801006e+00,4.284514374153889804e+00,1.630781124391106118e+02
-1.621801497251172508e+00,4.356899414535991610e+00,1.630781124391106118e+02
-1.792067438374510102e+00,4.432750284698752985e+00,1.559877597243666685e+02
-1.970393916632919851e+00,4.487004430743242622e+00,1.630781124391106118e+02
